schemeCode,schemeName,isinGrowth,isinDivReinvestment
120164,Kotak-Small Cap Fund - Growth - Direct,INF174K01KT2,
120185,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW,INF109K01Z55,INF109K01Z63
120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,INF109K01Z71,
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,INF109K01Y07,
120252,ICICI Prudential Equity & Debt Fund - Direct Plan - Monthly IDCW,INF109K01X81,INF109K01X99
120263,LIC MF Flexi Cap Fund-Direct Plan-IDCW,INF767K01EF5,INF767K01EH1
120264,LIC MF Flexi Cap Fund-Direct Plan-Growth,INF767K01EG3,
120267,LIC MF Large Cap Fund-Direct Plan-Growth,INF767K01EJ7,
120268,LIC MF Large Cap Fund-Direct Plan-IDCW,INF767K01EI9,INF767K01EK5
120269,LIC MF ELSS Tax Saver-Direct Plan-IDCW,INF767K01EL3,INF767K01EN9
120270,LIC MF ELSS Tax Saver-Direct Plan-Growth,INF767K01EM1,
120356,Invesco India Large & Mid Cap Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01LY2,INF205K01LZ9
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,INF205K01MA0,
120394,Invesco India PSU Equity Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01NE0,INF205K01NF7
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,INF205K01NG5,
120416,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,INF205K01NT8,
120417,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW Payout,INF205K01NR2,INF205K01NS0
120465,Axis Large Cap Fund - Direct Plan - Growth,INF846K01DP8,
120466,Axis Large Cap Fund - Direct Plan - IDCW,INF846K01DN3,INF846K01DO1
120489,JM Large Cap Fund (Direct) - IDCW,INF192K01BX5,INF192K01BY3
120490,JM Large Cap Fund (Direct) - Growth Option,INF192K01BZ0,
120493,JM ELSS Tax Saver Fund (Direct) - IDCW,INF192K01CD5,
120494,JM ELSS Tax Saver Fund (Direct) - Growth Option,INF192K01CE3,
120502,Axis ELSS Tax Saver Fund - Direct Plan - IDCW,INF846K01EX0,INF846K01EY8
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,INF846K01EW2,
120517,Aditya Birla Sun Life Equity Hybrid'95 Fund - Direct Plan-Growth,INF209K01ZC0,
120518,Aditya Birla Sun Life Equity Hybrid'95 Fund -DIRECT - IDCW,INF209KA1LH3,INF209K01ZB2
120564,Aditya Birla Sun Life Flexi Cap Fund - Growth - Direct Plan,INF209K01XX1,
120565,Aditya Birla Sun Life Flexi Cap Fund -DIRECT - IDCW,INF209KA1LE0,INF209K01XY9
120585,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW,INF109K014L5,INF109K015L2
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,INF109K016L0,
120592,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,INF109K01Y31,
120593,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW,INF109K01Y15,INF109K01Y23
120596,ICICI Prudential Large & Mid Cap Fund - Direct Plan - Growth,INF109K011O5,
120597,ICICI Prudential Large & Mid Cap Fund - Direct Plan - IDCW,INF109K019N0,INF109K010O7
120656,UTI Large Cap Fund - Direct Plan - Growth Option,INF789F01US8,
120657,UTI Large Cap Fund - Direct Plan - IDCW,INF789F01UQ2,INF789F01UR0
120662,UTI - Flexi Cap Fund-Growth Option - Direct,INF789F01TC4,
120663,UTI Flexi Cap Fund - Direct Plan - IDCW,INF789F01TA8,INF789F01TB6
120664,UTI Large & Mid Cap Fund - Direct Plan - IDCW,INF789F01UE8,INF789F01UF5
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,INF789F01UG3,
120714,UTI ELSS Tax Saver Fund - Direct Plan - IDCW,INF789F01TD2,INF789F01TE0
120715,UTI ELSS Tax Saver Fund - Direct Plan - Growth Option,INF789F01TF7,
120722,ICICI Prudential Focused Equity Fund - Direct Plan - Growth,INF109K018N2,
120723,ICICI Prudential Focused Equity Fund - Direct Plan - IDCW,INF109K016N6,INF109K017N4
120724,UTI Children's Equity Fund - Direct Plan - Growth Option,INF789F1AZV0,
120725,UTI Children's Equity Fund - Direct Plan - IDCW,INF789F1AZZ1,
120726,UTI Mid Cap Fund-Growth Option- Direct,INF789F01UA6,
120727,UTI Mid Cap Fund - Direct Plan - IDCW,INF789F01TY8,INF789F01TZ5
120756,UTI Bluechip Flexicap Fund - Direct Plan - Dividend Option,,
120757,UTI Bluechip Flexicap Fund - Direct Plan - Growth Option,,
120824,quant Large & Mid Cap Fund - Bonus Option-Direct Plan,INF966L01655,
120825,quant Large & Mid Cap Fund - IDCW Option - Direct Plan,INF966L01622,INF966L01630
120826,quant Large & Mid Cap Fund - Growth Option-Direct Plan,INF966L01648,
120827,quant Small Cap Fund - IDCW Option - Direct Plan,INF966L01663,INF966L01671
120828,quant Small Cap Fund - Growth Option - Direct Plan,INF966L01689,
120840,quant Mid Cap Fund - IDCW Option - Direct Plan,INF966L01861,INF966L01879
120841,quant Mid Cap Fund - Growth Option - Direct Plan,INF966L01887,
120842,quant Flexi Cap Fund - IDCW Option - Direct Plan,INF966L01895,INF966L01903
120843,quant Flexi Cap Fund - Growth Option-Direct Plan,INF966L01911,
120846,quant ELSS Tax Saver Fund - IDCW Option - Direct Plan,INF966L01960,INF966L01127
120847,quant ELSS Tax Saver Fund - Growth Option - Direct Plan,INF966L01986,
121173,UTI- Rajiv Gandhi Equity Saving Scheme - Dividend Option,,
121174,UTI- Rajiv Gandhi Equity Saving Scheme - Dividend Option -DIRECT,,
121175,UTI- Rajiv Gandhi Equity Saving Scheme - Growth Option,,
121176,UTI- Rajiv Gandhi Equity Saving Scheme - Growth Option - DIRECT,,
121263,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1 - February 2013-Regular Plan-Growth Option,,
121264,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1 - February 2013-Regular Plan-Dividend Option,,
121265,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1 - February 2013-Direct Plan-Growth Option,,
121266,HDFC Rajiv Gandhi Equity Savings Scheme - Series 1 - February 2013-Direct Plan-Dividend Option,,
121352,Aditya Birla Sun Life Rajiv Gandhi Equity Savings Scheme - Series 1 - Direct Plan - Dividend,,
121354,Aditya Birla Sun Life Rajiv Gandhi Equity Savings Scheme - Series 1 - Direct Plan-Growth,,
121356,Aditya Birla Sun Life Rajiv Gandhi Equity Savings Scheme - Series 1 - Regular Plan - Dividend,,
121357,Aditya Birla Sun Life Rajiv Gandhi Equity Savings Scheme - Series 1 - Regular Plan-Growth,,
122076,IDFC Equity Opportunity- S 1 (3 years)- Direct Plan-Dividend,,
122077,IDFC Equity Opportunity- S 1 (3 years)-  Regular Plan-Dividend,,
122639,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,INF879O01027,
122640,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,INF879O01019,
123011,JPMorgan US Value Equity Offshore Fund - Regular Plan - Growth Option,,
123012,JPMorgan US Value Equity Offshore Fund - Direct Plan - Growth Option,,
123635,IDBI Equity Advantage Fund - IDCW Direct,,
123636,IDBI Equity Advantage Fund - IDCW Regular,,
123637,IDBI Equity Advantage Fund - Growth Direct,,
123638,IDBI Equity Advantage Fund - Growth Regular,,
123651,ICICI Prudential Global Stable Equity Fund (FOF) - Growth,INF109KA1CB6,
123652,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - IDCW,INF109KA1CG5,INF109KA1CF7
123653,ICICI Prudential Global Stable Equity Fund (FOF) - IDCW,INF109KA1CD2,INF109KA1CC4
123654,ICICI Prudential Global Stable Equity Fund (FOF) - Direct - Growth,INF109KA1CE0,
125110,Baroda ELSS 96 Fund - Plan A- Bonus Option,,
125111,Baroda ELSS 96 - Plan B (Direct)- Bonus Option,,
125112,Baroda Pioneer Hybrid Equity Fund - Plan A - Bonus Option,,
125270,Reliance Close Ended Equity Fund - Series A - Growth Option,,
125271,Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option,,
125272,Reliance Close Ended Equity Fund - Series A - Dividend Payout Option,,
125273,Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option,,
125350,Axis Small Cap Fund - Regular Plan - Growth,INF846K01K01,
125351,Axis Small Cap Fund - Direct Plan - IDCW,INF846K01K43,INF846K01K50
125352,Axis Small Cap Fund - Regular Plan - IDCW,INF846K01K19,INF846K01K27
125354,Axis Small Cap Fund - Direct Plan - Growth,INF846K01K35,
125382,PineBridge India - US Equity Fund - Standard Plan - Dividend option,,
125383,PineBridge India - US Equity Fund - Direct Plan - Growth option,,
125384,PineBridge India - US Equity Fund - Direct Plan - Dividend option,,
125385,PineBridge India - US Equity Fund - Standard Plan - Growth option,,
125494,SBI Small Cap Fund - Regular Plan - Growth,INF200K01T28,
125495,SBI Small Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01T36,INF200K01T44
125496,SBI Small Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01T69,INF200K01T77
125497,SBI Small Cap Fund - Direct Plan - Growth,INF200K01T51,
125887,Reliance Close Ended Equity Fund - Series B - Growth Option,,
125888,Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option,,
125889,Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option,,
125890,Reliance Close Ended Equity Fund - Series B - Dividend Payout Option,,
126350,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01A08,INF205K01A16
126351,Invesco India - Invesco Pan European Equity Fund of Fund - Regular Plan - Growth Option,INF205K01ZZ9,
126352,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01A32,INF205K01A40
126353,Invesco India - Invesco Pan European Equity Fund of Fund - Direct Plan - Growth Option,INF205K01A24,
126618,JPMorgan Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,,
126619,JPMorgan Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,,
126637,Aditya Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan-Dividend,,
126638,Aditya Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan-Growth,,
126639,Aditya Birla Sun Life Focused Equity Fund - Series 1 - Direct Plan-Growth,,
126640,Aditya Birla Sun Life Focused Equity Fund - Series 1 - Regular Plan-Dividend,,
126675,ICICI Prudential Equity Savings Fund - Series 1 - Cumulative,,
126676,ICICI Prudential Equity Savings Fund - Series 1 Direct Plan - Cumulative,,
126677,ICICI Prudential Equity Savings Fund - Series 1  - Dividend,,
126678,ICICI Prudential Equity Savings Fund - Series 1 Direct Plan - Dividend,,
126893,HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Direct Plan - Dividend Option,,
126894,HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - Growth Option,,
126895,HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Direct Plan - Growth Option,,
126896,HDFC Rajiv Gandhi Equity Savings Scheme - Series 2 - Regular Plan - Dividend Option,,
127898,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- DIRECT PLAN - DIVIDEND PAYOUT,,
127899,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- DIRECT PLAN - GROWTH,,
127900,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - GROWTH,,
127901,LIC MF RAJIV GANDHI EQUITY SAVINGS SCHEME 2- REGULAR PLAN - DIVIDEND PAYOUT,,
127918,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Dividend,,
127919,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Direct Plan-Growth,,
127920,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Dividend,,
127921,Aditya Birla Sun Life Focused Equity Fund - Series 2 - Regular Plan-Growth,,
128233,IDBI FLEXI CAP FUND IDCW - Direct Plan,,
128234,IDBI FLEXI CAP FUND IDCW - Regular Plan,,
128235,IDBI FLEXI CAP FUND Growth Regular,,
128236,IDBI FLEXI CAP FUND Growth Direct,,
129046,Motilal Oswal Flexi cap Fund Direct Plan-Growth Option,INF247L01502,
129047,Motilal Oswal Flexi Cap Fund Direct - IDCW Payout/Reinvestment,INF247L01528,INF247L01510
129048,Motilal Oswal Flexi Cap Fund Regular Plan-Growth Option,INF247L01478,
129049,Motilal Oswal Flexi cap Fund Regular - IDCW Payout/Reinvestment,INF247L01494,INF247L01486
129187,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - Growth,INF205K01B15,
129188,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - Growth,INF205K01B49,
129189,Invesco India - Invesco Global Equity Income Fund of Fund - Regular Plan - IDCW (Payout / Reinvestment),INF205K01B23,INF205K01B31
129190,Invesco India - Invesco Global Equity Income Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),INF205K01B56,INF205K01B64
129309,ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,INF109KA1UB8,INF109KA1UC6
129310,ICICI Prudential Dividend Yield Equity Fund Growth Option,INF109KA1TX4,
129311,ICICI Prudential Dividend Yield Equity Fund IDCW Option,INF109KA1TY2,INF109KA1TZ9
129312,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,INF109KA1UA0,
129571,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option,,
129572,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,,
129573,Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,,
129574,Reliance Close Ended Equity Fund II- Series A- Growth Option,,
129646,Union Small Cap Fund - Direct Plan - IDCW Option,INF582M01BW5,INF582M01BV7
129647,Union Small Cap Fund - Regular Plan - Growth Option,INF582M01BY1,
129648,Union Small Cap Fund - Regular Plan - IDCW Option,INF582M01CA9,INF582M01BZ8
129649,Union Small Cap Fund - Direct Plan - Growth Option,INF582M01BU9,
130268,JPMorgan Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,,
130269,JPMorgan Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,,
130496,HDFC Large and Mid Cap Fund - Growth Option,INF179KA1RT1,
130497,HDFC Large and Mid Cap Fund - IDCW Option,INF179KA1RU9,
130498,HDFC Large and Mid Cap Fund - Growth Option - Direct Plan,INF179KA1RQ7,
130499,HDFC Large and Mid Cap Fund - IDCW Option - Direct Plan,INF179KA1RR5,
130501,HDFC Small Cap Fund - IDCW Option,INF179KA1SA9,INF179KA1SB7
130502,HDFC Small Cap Fund - Growth Option,INF179KA1RZ8,
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,INF179KA1RW5,
130504,HDFC Small Cap Fund - IDCW Option - Direct Plan,INF179KA1RX3,INF179KA1RY1
130858,Nippon India Japan Equity Fund- Growth Plan- Bonus Option,INF204KA1SJ9,
130859,NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option,INF204KA1SL5,
130860,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option,INF204KA1SI1,
130861,Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option,INF204KA1SK7,
130863,Nippon India Japan Equity Fund- Growth Plan- Growth Option,INF204KA1SH3,
130864,NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option,INF204KA1SM3,
130898,ICICI Prudential Equity Arbitrage Fund - Bonus,,
130951,ICICI Prudential Equity Arbitrage Fund - Direct Plan Bonus,,
131018,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Growth Option,,
131019,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Growth Option,,
131020,UTI Focussed Equity Fund Series - 1 (2195 Days) - Regular Plan - Dividend Option,,
131021,UTI Focussed Equity Fund Series - 1 (2195 Days) - Direct Plan - Dividend Option,,
131047,LIC MF Diversified Equity Fund-Series 1-Direct Plan-Dividend Payout,,
131048,LIC MF Diversified Equity Fund-Series 1-Direct Plan-Growth,,
131049,LIC MF Diversified Equity Fund-Series 1-Regular Plan-Dividend Payout,,
131050,LIC MF Diversified Equity Fund-Series 1-Regular Plan-Growth,,
131086,DSP BlackRock Equity & Bond Fund - Direct Plan - Quarterly Dividend,,
131087,DSP BlackRock Equity & Bond Fund - Regular Plan - Quarterly Dividend,,
131336,SBI EQUITY OPPORTUNITIES FUND - SERIES I - REGULAR PLAN - GROWTH,,
131337,SBI EQUITY OPPORTUNITIES FUND - SERIES I - REGULAR PLAN - DIVIDEND,,
131338,SBI EQUITY OPPORTUNITIES FUND - SERIES I - DIRECT PLAN - GROWTH,,
131339,SBI EQUITY OPPORTUNITIES FUND - SERIES I - DIRECT PLAN - DIVIDEND,,
131372,Kotak Equity Savings Fund - Regular - Growth,INF174K01C78,
131373,Kotak Equity Savings Fund - Direct - Growth,INF174K01D28,
131374,Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01C86,INF174K01D02
131375,Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01D36,INF174K01D51
131376,Kotak Equity Savings Fund - Regular - QuarterlyPayout of Income Distribution cum capital withdrawal option,,
131377,Kotak Equity Savings Fund - Direct - Quarterly Payout of Income Distribution cum capital withdrawal option,,
131412,JPMorgan India Equity Income Fund - Direct Plan - Growth Option,,
131413,JPMorgan India Equity Income Fund - Direct Plan - Dividend Option,,
131414,JPMorgan India Equity Income Fund - Regular Plan - Dividend Option,,
131415,JPMorgan India Equity Income Fund - Direct Plan - Bonus Option,,
131416,JPMorgan India Equity Income Fund - Regular Plan - Growth Option,,
131417,JPMorgan India Equity Income Fund - Regular Plan - Bonus Option,,
131452,ICICI Prudential Equity & Debt Fund - Half Yearly IDCW,INF109KA1X93,INF109KA1X85
131453,ICICI Prudential Equity & Debt Fund - Direct Plan - Half Yearly IDCW,INF109KA1Y19,INF109KA1Y01
131482,DSP 3 Years Close Ended Equity Fund - Regular Plan - Growth (Maturity Date 4-Jan-2021),,
131483,DSP 3 Years Close Ended Equity Fund - Direct Plan - Dividend (Maturity Date 4-Jan-2021),,
131484,DSP 3 Years Close Ended Equity Fund - Direct Plan - Growth (Maturity Date 4-Jan-2021),,
131485,DSP 3 Years Close Ended Equity Fund - Regular Plan - Dividend (Maturity Date 4-Jan-2021),,
131525,Aditya Birla Sun Life Focused Equity Fund - Series 3 - Regular Plan - Dividend,,
131526,Aditya Birla Sun Life Focused Equity Fund - Series 3 - Direct Plan - Growth,,
131527,Aditya Birla Sun Life Focused Equity Fund - Series 3 - Regular Plan - Growth,,
131528,Aditya Birla Sun Life Focused Equity Fund - Series 3 - Direct Plan - Dividend,,
132003,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,INF084M01BA8,INF084M01BB6
132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,INF084M01AZ7,
132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,INF084M01EH7,
132010,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,INF084M01EI5,INF084M01EJ3
132117,Aditya Birla Sun Life Latin America Equity Fund - Regular Plan - Dividend Option,,
132118,Aditya Birla Sun Life Latin America Equity Fund - Regular Plan - Growth Option,,
132120,Aditya Birla Sun Life Latin America Equity Fund - Direct Plan - Growth Option,,
132121,Aditya Birla Sun Life Latin America Equity Fund - Direct Plan - Dividend Option,,
132756,Tata ELSS Fund-Growth-Direct Plan,INF277K01I86,
132757,Tata ELSS Fund-Growth-Regular Plan,INF277K01I52,
132913,LIC MF Diversified Equity Fund-Series 2-Direct Plan-Dividend Payout,,
132914,LIC MF Diversified Equity Fund-Series 2-Regular Plan-Dividend Payout,,
132915,LIC MF Diversified Equity Fund-Series 2-Regular Plan-Growth,,
132916,LIC MF Diversified Equity Fund-Series 2-Direct Plan-Growth,,
132983,Sundaram Select Small Cap Series II Regular Growth,,
132984,Sundaram Select Small Cap Series II Regular Dividend Payout,,
132985,Sundaram Select Small Cap Series II Direct Growth,,
132986,Sundaram Select Small Cap Series II Direct Dividend Payout,,
132995,Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,INF209KA1TP9,
132996,Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,INF209KA1TQ7,INF209KA1TR5
132997,Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,INF209KA1TT1,INF209KA1TU9
132998,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,INF209KA1TS3,
133033,Kotak Equity Arbitrage Fund -  Payout of Income Distribution cum capital withdrawal option-Bimonthly Direct,,
133034,Kotak Equity Arbitrage Fund -Payout of Income Distribution cum capital withdrawal option Bimonthly,,
133049,ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW,,
133050,ICICI Prudential Equity Savings Fund - Monthly IDCW,,
133051,ICICI Prudential Equity Savings Fund - Cumulative option,INF109KA14I5,
133052,ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,INF109KA13J5,INF109KA16J8
133053,ICICI Prudential Equity Savings Fund - Quarterly IDCW,INF109KA16I0,INF109KA19I4
133054,ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option,INF109KA11J9,
133056,ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW,,
133057,ICICI Prudential Equity Savings Fund - Half Yearly IDCW,,
133102,Aditya Birla Sun Life Focused Equity Fund - Series 4 - Regular Plan - Growth,,
133103,Aditya Birla Sun Life Focused Equity Fund - Series 4 - Direct Plan - Dividend,,
133104,Aditya Birla Sun Life Focused Equity Fund - Series 4 - Regular Plan - Dividend,,
133105,Aditya Birla Sun Life Focused Equity Fund - Series 4 - Direct Plan - Growth,,
133106,SBI EQUITY OPPORTUNITIES FUND - SERIES II - REGULAR PLAN - GROWTH,,
133107,SBI EQUITY OPPORTUNITIES FUND - SERIES II - REGULAR PLAN - DIVIDEND,,
133108,SBI EQUITY OPPORTUNITIES FUND - SERIES II - DIRECT PLAN - GROWTH,,
133109,SBI EQUITY OPPORTUNITIES FUND - SERIES II - DIRECT PLAN - DIVIDEND,,
133143,DWS Mid Cap Fund - Series 1 - Direct Plan - Dividend (Payout),,
133144,DWS Mid Cap Fund - Series 1 - Direct Plan - Growth,,
133145,DWS Mid Cap Fund - Series 1 - Regular Plan - Dividend (Payout),,
133146,DWS Mid Cap Fund - Series 1 - Regular Plan - Growth,,
133256,UTI Focussed Equity Fund - Series II (1102 Days) - Growth Option,,
133257,UTI Focussed Equity Fund - Series II (1102 Days) - Dividend Option,,
133258,UTI Focussed Equity Fund - Series II (1102 Days) - Growth Option - Direct,,
133259,UTI Focussed Equity Fund - Series II (1102 Days) - Dividend Option - Direct,,
133260,Baroda Pioneer Equity Trigger Fund-Series I-Plan A-Growth Option,,
133261,Baroda Pioneer Equity Trigger Fund-Series I-Plan A-Dividend Payout Option,,
133262,Baroda Pioneer Equity Trigger Fund-Series I-Plan B (Direct)-Growth,,
133263,Baroda Pioneer Equity Trigger Fund-Series I-Plan B (Direct)-Dividend Payout,,
133383,Motilal Oswal ELSS Tax Saver Fund - IDCW Payout,INF247L01551,
133384,Motilal Oswal ELSS Tax Saver Fund Direct - IDCW Payout,INF247L01577,
133385,Motilal Oswal ELSS Tax Saver Fund - Regular Plan - Growth Option,INF247L01544,
133386,Motilal Oswal ELSS Tax Saver Fund - Direct Plan - Growth Option,INF247L01569,
133513,Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,INF209KA1YH6,
133514,Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW,INF209KA1YL8,INF209KA1YM6
133515,Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW,INF209KA1YI4,INF209KA1YJ2
133516,Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,INF209KA1YK0,
133526,HDFC FOCUSED EQUITY FUND - Regular Plan - Dividend Option,,
133527,HDFC FOCUSED EQUITY FUND - Regular Plan - Growth Option,,
133528,HDFC FOCUSED EQUITY FUND - Direct Plan - Dividend Option,,
133529,HDFC FOCUSED EQUITY FUND - Direct Plan - Growth Option,,
133550,LIC MF Rajiv Gandhi Equity Savings Scheme-Series 3-Direct Plan-Dividend Payout,,
133581,LIC MF Rajiv Gandhi Equity Savings Scheme-Series 3-Direct Plan-Growth,,
133582,LIC MF Rajiv Gandhi Equity Savings Scheme-Series 3-Regular Plan-Dividend Payout,,
133583,LIC MF Rajiv Gandhi Equity Savings Scheme-Series 3-Regular Plan-Growth,,
133681,BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW,INF194KA1YA8,INF194KA1YB6
133682,BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW,INF194KA1XX2,INF194KA1XY0
133709,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,INF767K01ND1,INF767K01NF6
133710,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,INF767K01NE9,
133711,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,INF767K01NB5,
133712,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,INF767K01NA7,INF767K01NC3
133830,Kotak US Equity Fund - Standard Plan - Dividend option,,
133831,Kotak US Equity Fund - Direct Plan - Growth option,,
133832,Kotak US Equity Fund - Direct Plan - Dividend option,,
133833,Kotak US Equity Fund - Standard Plan - Growth option,,
133836,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,INF663L01FJ3,
133837,PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,INF663L01FG9,INF663L01FH7
133838,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,INF663L01FK1,INF663L01FL9
133839,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,INF663L01FF1,
133865,NIPPON INDIA ELSS TAX SAVER FUND - DIRECT Plan - ANNUAL IDCW Option,INF204KA1E12,
133866,NIPPON INDIA ELSS TAX SAVER FUND - ANNUAL IDCW Option,INF204KA1E04,
133870,L&T Hybrid Equity Fund - Regular Plan- Annual IDCW,,
133871,L&T Hybrid Equity Fund - Direct Plan - Annual IDCW,,
133896,Aditya Birla Sun Life Focused Equity Fund - Series 5 - Regular Plan - Growth,,
133897,Aditya Birla Sun Life Focused Equity Fund - Series 5 - Direct Plan - Growth,,
133898,Aditya Birla Sun Life Focused Equity Fund - Series 5 - Regular Plan - Dividend,,
133899,Aditya Birla Sun Life Focused Equity Fund - Series 5 - Direct Plan - Dividend,,
134000,DWS Large Cap Fund - Series 1 - Direct Plan - Dividend (Payout),,
134001,DWS Large Cap Fund - Series 1 - Direct Plan - Growth,,
134002,DWS Large Cap Fund - Series 1 - Regular Plan - Growth,,
134003,DWS Large Cap Fund - Series 1 - Regular Plan - Dividend (Payout),,
134044,Baroda ELSS 96 Plan A -Growth Option,,
134045,Baroda ELSS 96 Plan B(Direct) -Growth Option,,
134132,DWS Large Cap Fund - Series 2 - Regular Plan - Dividend (Payout),,
134133,DWS Large Cap Fund - Series 2 - Regular Plan - Growth,,
134134,DWS Large Cap Fund - Series 2 - Direct Plan - Growth,,
134135,DWS Large Cap Fund - Series 2 - Direct Plan - Dividend (Payout),,
134295,Sundaram Select Small Cap Series III Regular Growth,,
134296,Sundaram Select Small Cap Series III Regular Dividend,,
134297,Sundaram Select Small Cap Series III Direct Growth,,
134298,Sundaram Select Small Cap Series III Direct Dividend,,
